City,Country,Temperature,Humidity %,Cloudiness %,Wind Speed (mph),Latitude,Longitude,Date
sozimskiy,RU,43.12,96,100,10.02,59.74,52.25,1600221722
fairbanks,US,62.6,38,75,3.36,64.84,-147.72,1600221679
tiarei,PF,86.0,55,40,9.17,-17.53,-149.33,1600221723
kilindoni,TZ,76.12,76,100,8.28,-7.91,39.67,1600221723
maniitsoq,GL,43.99,77,89,10.63,65.42,-52.9,1600221723
kargasok,RU,49.32,88,82,16.13,59.06,80.86,1600221724
kirkwall,GB,51.8,76,2,8.05,58.98,-2.96,1600221724
longyearbyen,SJ,32.0,94,75,2.24,78.22,15.64,1600221376
chiche,GT,59.49,95,100,1.5,15.01,-91.06,1600221724
sinop,TR,57.7,75,0,2.04,41.77,34.87,1600221724
chenghai,CN,86.0,74,20,6.71,23.46,116.77,1600221724
fort smith,US,78.8,65,1,2.91,35.39,-94.4,1600221724
san isidro,PE,60.8,82,75,10.29,-12.12,-77.05,1600221724
calvinia,ZA,40.66,73,0,3.83,-31.47,19.78,1600221725
mlonggo,ID,84.2,51,20,2.24,-6.53,110.7,1600221725
saint-joseph,RE,66.2,55,90,6.93,-21.37,55.62,1600221351
shakiso,ET,56.79,88,62,1.05,5.75,38.92,1600221725
qaqortoq,GL,42.8,81,100,3.36,60.72,-46.03,1600221375
lompoc,US,64.99,77,1,10.29,34.64,-120.46,1600221141
aksu,CN,68.45,32,0,2.66,41.12,80.26,1600221725
homer,US,57.2,67,90,8.05,59.64,-151.55,1600221615
techiman,GH,69.8,100,100,6.71,7.59,-1.94,1600221726
huilong,CN,79.0,94,58,6.89,31.81,121.66,1600221726
vieira de leiria,PT,60.8,93,0,4.7,39.87,-8.93,1600221726
verkhnevilyuysk,RU,51.89,75,78,2.39,63.45,120.32,1600221726
eydhafushi,MV,82.26,77,66,9.35,5.1,73.07,1600221726
plastun,RU,69.08,76,100,1.12,44.76,136.29,1600221726
batangafo,CF,69.76,97,97,2.1,7.3,18.28,1600221727
saint anthony,US,73.99,53,1,4.7,45.02,-93.22,1600221409
tateyama,JP,77.0,88,75,10.29,34.98,139.87,1600221714
guangyuan,CN,63.0,97,100,5.99,32.44,105.82,1600221727
iquique,CL,60.8,77,90,9.17,-20.22,-70.14,1600221727
leshukonskoye,RU,39.31,93,20,7.47,64.9,45.76,1600221399
gorontalo,ID,86.47,53,56,4.92,0.54,123.06,1600221727
yulara,AU,82.4,20,0,10.29,-25.24,130.99,1600221358
maningrida,AU,86.79,49,94,12.59,-12.07,134.27,1600221728
chokwe,MZ,66.51,97,11,4.14,-24.53,32.98,1600221728
pundaguitan,PH,81.19,77,100,4.61,6.37,126.17,1600221728
houston,US,88.0,55,75,12.75,29.76,-95.36,1600221493
oranjestad,AW,84.2,83,20,12.75,12.52,-70.03,1600221638
kyzyl-suu,KG,57.42,36,0,4.36,42.34,78.0,1600221729
worland,US,75.0,32,1,7.47,44.02,-107.96,1600221613
ramsar,IR,71.6,94,20,2.24,36.92,50.64,1600221729
ust-maya,RU,54.73,57,9,5.57,60.42,134.53,1600221358
shumikha,RU,48.52,97,100,12.15,55.23,63.3,1600221729
kenai,US,53.6,81,90,9.17,60.55,-151.26,1600221729
marawi,PH,82.99,75,100,5.01,8.0,124.29,1600221730
shieli,KZ,57.31,42,0,6.02,44.17,66.75,1600221408
manta,EC,75.2,88,75,8.05,-0.95,-80.73,1600221730
sinnai,IT,72.0,100,0,6.93,39.3,9.2,1600221730
balikpapan,ID,82.4,88,40,8.05,-1.27,116.83,1600221481
ligayan,PH,83.44,76,100,19.04,4.65,119.47,1600221730
hovd,MN,54.3,38,88,0.22,48.01,91.64,1600221730
mitzic,GA,68.07,98,99,3.56,0.78,11.55,1600221730
mweka,CD,69.8,94,13,1.63,-4.85,21.57,1600221731
neepawa,CA,53.6,71,75,6.93,50.23,-99.47,1600221731
agdam,AZ,66.04,74,17,1.68,39.99,46.93,1600221731
domoni,KM,73.69,78,3,6.4,-12.26,44.53,1600221731
altay,CN,61.83,30,11,2.71,47.87,88.12,1600221732
kratovo,MK,57.2,82,88,1.12,42.08,22.18,1600221732
yurino,RU,42.8,100,75,15.66,56.29,46.3,1600221732
damietta,EG,78.8,78,20,6.93,31.42,31.81,1600221405
abasha,GE,71.6,94,75,4.7,42.21,42.22,1600221733
los cedrales,PY,71.6,88,100,2.24,-25.65,-54.7,1600221733
liuhe,CN,67.26,76,92,13.76,42.24,125.72,1600221733
bonavista,CA,52.14,60,90,16.55,48.65,-53.11,1600221734
komsomolskiy,UZ,60.8,44,0,4.7,40.43,71.72,1600221411
uhlove,UA,67.3,61,0,7.29,44.82,33.6,1600221734
iskateley,RU,44.96,86,97,11.16,67.68,53.15,1600221734
san carlos de bariloche,AR,44.6,70,20,13.87,-41.15,-71.31,1600221629
pringsewu,ID,82.0,67,32,7.54,-5.36,104.97,1600221734
coro,VE,81.48,77,0,13.78,11.4,-69.67,1600221735
vicuna,CL,53.6,76,90,2.24,-30.03,-70.71,1600221735
villanueva de la serena,ES,66.99,63,1,5.01,38.98,-5.8,1600221735
flinders,AU,75.0,66,5,3.0,-34.58,150.86,1600221735
dabola,GN,71.28,92,83,2.82,10.75,-11.12,1600221736
belmonte,BR,75.2,78,20,6.93,-15.86,-38.88,1600221388
teluknaga,ID,88.0,65,20,5.82,-6.1,106.64,1600221736
novyy urengoy,RU,48.56,83,0,12.66,66.08,76.63,1600221736
sept-iles,CA,35.6,100,5,3.36,50.2,-66.38,1600221736
padang,ID,83.01,65,100,2.42,-0.95,100.35,1600221381
mangrol,IN,82.11,79,88,6.26,21.12,70.12,1600221736
menongue,AO,60.04,33,68,6.2,-14.66,17.69,1600221736
hualmay,PE,60.03,84,51,8.57,-11.1,-77.61,1600221737
bandarbeyla,SO,78.71,72,57,21.88,9.49,50.81,1600221359
gushikawa,JP,87.8,84,75,5.82,26.35,127.87,1600221737
pasni,PK,82.15,74,90,10.04,25.26,63.47,1600221737
yakeshi,CN,49.21,89,100,20.56,49.28,120.73,1600221738
hay river,CA,37.4,51,20,3.36,60.82,-115.8,1600221739
boguchany,RU,52.92,68,47,5.84,58.38,97.45,1600221739
chifeng,CN,58.15,48,8,23.47,42.27,118.96,1600221739
san juan,AR,64.53,27,0,9.91,-31.54,-68.54,1600221540
vila franca do campo,PT,66.2,63,20,10.29,37.72,-25.43,1600221390
portland,US,72.0,64,90,3.56,45.52,-122.68,1600221671
uyemskiy,RU,39.2,93,0,4.47,64.47,40.85,1600221739
bathsheba,BB,84.2,74,40,13.87,13.22,-59.52,1600221390
port lincoln,AU,67.21,47,98,9.17,-34.73,135.87,1600221740
aswan,EG,83.25,27,0,10.11,24.09,32.91,1600221399
bardiyah,LY,75.2,77,0,6.33,31.76,25.09,1600221740
korla,CN,67.93,25,0,10.98,41.76,86.15,1600221581
mwinilunga,ZM,61.41,65,7,2.28,-11.74,24.43,1600221740
bethel,US,53.01,81,1,3.11,41.37,-73.41,1600221365
ngunguru,NZ,68.0,44,18,11.99,-35.62,174.5,1600221740
mandurah,AU,63.0,66,16,5.01,-32.55,115.7,1600221741
erenhot,CN,51.73,54,42,23.51,43.65,111.98,1600221200
victor harbor,AU,70.0,63,100,1.01,-35.57,138.62,1600221741
pinsk,BY,58.14,87,26,4.38,52.12,26.1,1600221741
soyo,AO,72.37,85,27,7.18,-6.13,12.37,1600221742
sola,VU,79.47,78,71,27.96,-13.88,167.55,1600221742
grand valley,CA,57.99,83,94,14.12,43.9,-80.32,1600221743
voh,NC,77.86,51,66,11.61,-20.97,164.7,1600221743
fare,PF,79.0,75,0,13.49,-16.7,-151.02,1600221744
hami,CN,71.4,19,100,8.59,42.8,93.45,1600221404
inirida,CO,74.59,96,100,3.49,3.87,-67.92,1600221502
ampanihy,MG,63.55,91,0,5.68,-24.7,44.75,1600221745
charlottesville,US,55.99,87,1,3.36,38.03,-78.48,1600221740
acarau,BR,77.49,80,0,16.82,-2.89,-40.12,1600221745
khvoynaya,RU,41.27,96,50,2.8,58.9,34.53,1600221745
dillon,US,68.0,72,1,8.05,34.42,-79.37,1600221745
